number of voters,,number of lines,,"2002 Irish Elections, dublin north",,,,,,,,
43942,,19297,,,,,,,,,,
,,,,,,,,,,,,
,Fianna Fáil ,,,,,,,,,,,
1,0,0,11,12,0,10,0,0,0,0,0,9
1,0,0,12,11,0,10,0,0,0,0,0,9
1,12,0,11,0,0,10,0,0,0,0,0,9
1,0,0,11,12,0,10,0,0,0,0,0,9
1,0,0,12,11,0,10,0,0,0,0,0,9
1,0,0,12,11,0,10,0,0,0,0,0,9
1,0,0,12,11,0,10,0,0,0,0,0,9
1,0,0,0,11,0,10,0,0,0,0,12,9
1,11,0,12,0,0,10,0,0,0,0,0,9
1,0,0,0,11,0,10,0,12,0,0,0,9
1,0,0,11,0,0,10,0,0,12,0,0,9
1,0,12,11,0,0,10,0,0,0,0,0,9
1,12,0,0,0,0,10,0,0,11,0,0,9
1,11,0,0,12,0,10,0,0,0,0,0,9
1,0,0,11,12,0,10,0,0,0,0,0,9
1,0,0,12,11,0,10,0,0,0,0,0,9
1,0,0,0,12,0,10,0,0,0,0,11,9
1,12,0,0,0,0,10,0,0,11,0,0,9
1,0,0,12,11,0,10,0,0,0,0,0,9
1,0,0,11,12,0,0,0,10,0,0,0,9
1,0,0,0,0,0,12,0,10,11,0,0,9
1,0,0,0,12,0,0,0,10,0,0,11,9
2,12,0,0,0,0,11,0,0,10,0,0,9
1,0,0,12,0,0,11,0,0,10,0,0,9
1,12,0,0,11,0,0,0,0,10,0,0,9
1,11,0,0,12,0,0,0,0,10,0,0,9
1,12,0,0,11,0,0,0,0,10,0,0,9
1,12,0,0,0,0,11,0,0,10,0,0,9
1,0,0,12,0,0,0,0,0,10,0,11,9
1,0,0,11,0,0,12,0,0,10,0,0,9
1,12,0,11,0,0,0,0,0,10,0,0,9
1,0,0,11,0,0,12,0,0,10,0,0,9
1,0,0,12,0,0,11,0,0,10,0,0,9
1,0,0,12,0,0,0,0,0,0,10,11,9
1,0,0,0,12,0,0,0,0,0,10,11,9
1,0,0,12,0,0,0,0,0,11,0,10,9
1,0,0,12,11,0,0,0,0,0,0,10,9
1,0,0,11,0,0,0,0,0,12,0,10,9
1,0,0,11,0,0,0,0,0,12,0,10,9
1,0,0,0,11,0,12,0,0,0,0,10,9
1,0,0,12,0,0,11,0,0,0,0,10,9
1,0,0,12,0,0,0,0,0,0,11,10,9
1,12,0,11,0,0,0,0,0,0,0,10,9
1,0,0,0,12,0,0,0,0,11,0,10,9
1,0,0,11,0,0,0,0,0,12,0,10,9
1,0,0,12,11,0,0,0,0,0,0,10,9
3,0,0,0,0,0,0,0,0,0,10,12,11
1,0,0,0,0,0,0,0,0,0,12,10,11
3,0,0,0,0,0,0,0,0,0,12,11,10
5,0,0,0,0,0,0,0,0,10,0,11,12
1,0,0,0,0,0,0,0,0,10,0,12,11
4,0,0,0,0,0,0,0,0,12,0,10,11
2,0,0,0,0,0,0,0,0,11,0,10,12
4,0,0,0,0,0,0,0,0,11,0,12,10
4,0,0,0,0,0,0,0,0,12,0,11,10
1,0,0,0,0,0,0,0,0,10,12,0,11
3,0,0,0,0,0,0,0,0,12,10,0,11
1,0,0,0,0,0,0,0,0,11,10,0,12
1,0,0,0,0,0,0,0,0,11,12,0,10
1,0,0,0,0,0,0,0,0,12,11,0,10
12,0,0,0,0,0,0,0,0,10,11,12,0
6,0,0,0,0,0,0,0,0,10,12,11,0
7,0,0,0,0,0,0,0,0,11,10,12,0
3,0,0,0,0,0,0,0,0,12,10,11,0
6,0,0,0,0,0,0,0,0,12,11,10,0
3,0,0,0,0,0,0,0,0,11,12,10,0
1,9,10,12,11,0,0,0,0,0,0,0,0
1,9,10,11,0,0,0,0,0,0,0,12,0
3,9,0,10,11,0,0,0,0,12,0,0,0
1,9,0,10,0,0,0,0,0,11,0,12,0
1,9,0,10,0,0,0,11,0,0,0,12,0
1,9,0,10,0,0,0,0,0,0,11,12,0
1,9,0,10,0,0,0,12,0,11,0,0,0
1,9,0,10,0,0,0,11,0,12,0,0,0
1,9,0,10,0,0,0,11,0,12,0,0,0
1,9,0,10,11,0,0,0,0,0,0,12,0
1,9,0,10,0,0,0,12,0,0,0,11,0
1,9,0,10,11,0,12,0,0,0,0,0,0
1,9,0,10,0,11,0,0,0,0,0,12,0
1,9,0,10,0,0,12,0,0,11,0,0,0
1,9,0,10,0,0,0,11,0,12,0,0,0
1,9,0,10,12,0,0,0,0,0,0,11,0
1,9,0,10,0,0,12,0,0,0,0,0,11
1,9,0,10,12,0,0,0,0,11,0,0,0
1,9,0,10,11,0,0,0,0,0,0,12,0
1,9,0,10,0,0,0,0,0,12,0,11,0
1,9,0,10,0,0,0,11,0,0,0,12,0
1,9,0,10,0,0,0,12,0,11,0,0,0
1,9,0,10,12,0,11,0,0,0,0,0,0
1,9,0,0,10,0,12,0,0,0,0,0,11
1,9,0,0,10,0,0,12,0,0,0,11,0
1,9,0,0,10,0,0,12,0,11,0,0,0
1,9,0,12,10,0,0,0,0,0,0,11,0
1,9,0,11,10,0,0,0,0,0,0,12,0
1,9,0,11,10,0,12,0,0,0,0,0,0
1,9,0,12,10,0,0,0,0,0,11,0,0
1,9,0,11,10,0,0,0,0,12,0,0,0
1,9,0,12,10,0,0,11,0,0,0,0,0
1,9,0,0,0,10,0,11,0,12,0,0,0
1,9,0,12,11,10,0,0,0,0,0,0,0
1,9,0,0,0,10,0,11,0,12,0,0,0
1,9,0,11,12,0,10,0,0,0,0,0,0
1,9,0,0,12,0,10,0,0,0,0,0,11
1,9,0,0,0,0,10,12,0,0,0,11,0
1,9,0,0,0,0,10,12,0,11,0,0,0
1,9,0,11,0,0,10,0,0,12,0,0,0
1,9,0,0,0,0,0,10,0,11,0,12,0
1,9,0,0,11,0,0,10,0,0,0,12,0
1,9,0,0,0,0,0,10,0,11,0,12,0
1,9,0,0,12,0,11,10,0,0,0,0,0
1,9,0,0,0,0,0,10,0,11,0,0,12
1,9,0,12,0,0,0,10,0,11,0,0,0
1,9,0,12,0,0,0,10,0,0,0,11,0
1,9,0,0,0,0,11,10,0,12,0,0,0
1,9,0,12,11,0,0,10,0,0,0,0,0
1,9,0,11,0,0,0,10,0,12,0,0,0
1,9,12,11,0,0,0,10,0,0,0,0,0
1,9,0,0,0,0,0,10,0,11,12,0,0
1,9,0,11,0,0,0,10,0,12,0,0,0
1,9,0,0,0,0,0,10,0,11,0,12,0
1,9,0,0,0,0,0,10,0,11,12,0,0
1,9,0,11,0,0,0,10,0,12,0,0,0
1,9,0,12,0,0,0,10,0,11,0,0,0
1,9,0,0,0,0,0,10,0,11,12,0,0
1,9,0,12,0,0,0,10,0,11,0,0,0
1,9,0,0,0,0,11,10,0,0,0,0,12
1,9,0,12,0,0,0,10,0,0,0,11,0
1,9,0,0,0,0,0,11,0,10,0,12,0
1,9,12,0,0,0,0,11,0,10,0,0,0
1,9,0,11,12,0,0,0,0,10,0,0,0
1,9,0,12,0,0,0,0,0,10,0,11,0
1,9,0,12,11,0,0,0,0,10,0,0,0
1,9,12,0,0,0,0,11,0,10,0,0,0
1,9,0,12,0,0,0,11,0,10,0,0,0
1,9,0,12,0,0,0,0,0,10,0,11,0
1,9,0,12,0,0,0,11,0,10,0,0,0
1,9,0,0,0,0,0,11,0,10,0,12,0
1,9,0,11,12,0,0,0,0,10,0,0,0
1,9,0,12,11,0,0,0,0,10,0,0,0
1,9,0,12,0,0,0,11,0,10,0,0,0
1,9,12,0,0,0,0,11,0,10,0,0,0
1,9,0,0,0,0,0,12,0,11,10,0,0
1,9,0,11,0,0,0,0,0,0,12,10,0
1,9,0,12,11,0,0,0,0,0,0,10,0
1,9,0,12,11,0,0,0,0,0,0,10,0
1,9,0,11,12,0,0,0,0,0,0,10,0
1,9,0,11,0,0,0,0,0,0,12,10,0
1,9,0,0,11,0,12,0,0,0,0,10,0
1,9,0,11,12,0,0,0,0,0,0,10,0
1,9,0,12,11,0,0,0,0,0,0,0,10
1,9,0,0,12,0,11,0,0,0,0,0,10
1,9,0,11,0,0,12,0,0,0,0,0,10
1,9,0,0,0,0,12,0,0,0,0,11,10
1,10,9,12,0,0,11,0,0,0,0,0,0
1,10,9,0,0,0,0,12,0,11,0,0,0
1,10,9,0,0,0,0,12,0,11,0,0,0
2,0,9,10,11,0,0,0,0,0,0,12,0
1,0,9,10,0,0,0,0,0,0,11,12,0
1,0,9,10,11,0,0,0,0,0,0,12,0
1,0,9,10,12,0,0,0,0,0,0,11,0
1,0,9,10,0,0,12,0,0,0,0,0,11
1,0,9,10,11,0,12,0,0,0,0,0,0
1,0,9,10,0,0,12,0,0,0,0,0,11
1,0,9,10,12,0,0,0,0,0,11,0,0
1,0,9,10,11,0,0,0,0,0,12,0,0
1,0,9,10,12,0,0,0,0,0,0,11,0
1,0,9,10,11,0,12,0,0,0,0,0,0
1,0,9,10,12,0,0,0,0,0,0,11,0
1,0,9,10,0,0,12,0,0,0,0,0,11
2,0,9,12,10,0,0,0,0,0,0,11,0
2,0,9,11,10,0,0,0,0,0,0,12,0
1,0,9,0,10,0,12,0,0,11,0,0,0
1,0,9,11,10,0,0,0,0,0,0,12,0
1,0,9,12,10,0,0,0,0,0,0,11,0
1,0,9,0,10,0,0,0,0,0,0,12,11
1,0,9,0,10,0,0,0,0,0,11,12,0
1,0,9,0,10,11,12,0,0,0,0,0,0
1,0,9,12,10,0,0,0,0,0,0,0,11
1,11,9,12,10,0,0,0,0,0,0,0,0
1,0,9,11,10,0,0,0,0,0,12,0,0
2,0,9,11,0,10,0,0,0,0,0,12,0
1,0,9,0,0,10,0,0,0,0,11,12,0
1,0,9,0,0,10,0,12,0,11,0,0,0
1,0,9,12,11,10,0,0,0,0,0,0,0
1,0,9,11,0,10,0,0,0,0,0,12,0
1,0,9,11,0,10,0,0,0,0,0,12,0
1,0,9,12,0,10,0,0,0,0,0,11,0
1,11,9,0,0,0,0,10,0,12,0,0,0
1,11,9,0,0,0,0,10,0,12,0,0,0
1,12,9,0,0,0,0,11,0,10,0,0,0
1,0,9,0,11,0,0,0,0,10,0,12,0
1,12,9,0,0,0,0,11,0,10,0,0,0
1,11,9,12,0,0,0,0,0,10,0,0,0
1,12,9,0,0,0,0,11,0,10,0,0,0
1,11,9,0,0,0,0,12,0,10,0,0,0
2,0,9,0,12,0,0,0,0,0,10,11,0
1,0,9,0,0,11,0,0,0,0,10,12,0
1,0,9,12,11,0,0,0,0,0,10,0,0
1,0,9,11,0,12,0,0,0,0,10,0,0
1,0,9,11,12,0,0,0,0,0,0,10,0
1,0,9,11,12,0,0,0,0,0,0,10,0
1,0,9,11,12,0,0,0,0,0,0,10,0
1,0,9,11,0,0,0,0,0,0,12,10,0
1,0,9,12,11,0,0,0,0,0,0,10,0
1,0,9,12,0,0,0,0,0,0,11,10,0
1,12,9,0,0,0,0,0,0,11,0,10,0
1,0,9,0,0,0,0,12,0,11,0,10,0
1,0,9,11,12,0,0,0,0,0,0,0,10
1,0,9,12,0,0,11,0,0,0,0,0,10
1,0,9,11,0,0,0,0,0,0,12,0,10
1,0,9,12,0,0,0,0,0,11,0,0,10
1,0,9,11,0,0,0,0,0,0,0,12,10
1,0,9,12,0,0,11,0,0,0,0,0,10
1,0,9,11,0,0,12,0,0,0,0,0,10
11,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,0,0,0,12,0,0,0,11,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,0,0,0,11,0,0,12,0,0
1,10,0,9,0,0,0,12,0,11,0,0,0
1,10,0,9,0,0,0,12,0,11,0,0,0
1,10,0,9,0,0,11,12,0,0,0,0,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,0,0,0,12,0,11,0,0,0
1,10,0,9,0,0,0,12,0,11,0,0,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,0,0,0,12,0,11,0,0,0
1,10,0,9,0,11,0,0,0,12,0,0,0
1,10,0,9,0,0,0,12,0,0,0,11,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,11,9,0,0,0,0,0,12,0,0,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,12,0,0,0,0,0,11,0,0
1,10,0,9,0,0,0,11,0,12,0,0,0
1,10,0,9,0,0,0,12,0,0,11,0,0
1,10,0,9,0,0,0,11,0,0,0,12,0
1,10,0,9,0,0,0,11,0,12,0,0,0
33,0,0,9,10,0,12,0,0,0,0,0,11
8,0,0,9,10,0,11,0,0,0,0,0,12
6,0,0,9,10,0,12,0,0,0,0,0,11
5,0,0,9,10,0,12,0,0,0,0,0,11
2,0,0,9,10,0,12,0,0,0,0,0,11
2,11,0,9,10,0,0,0,0,0,0,12,0
2,0,0,9,10,0,12,0,0,0,0,0,11
2,0,0,9,10,0,0,0,0,0,12,11,0
1,0,0,9,10,0,11,12,0,0,0,0,0
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,0,0,0,0,11,12,0
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,12,11,0,0,0,0,0
1,0,0,9,10,0,0,0,0,0,11,12,0
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,0,0,0,0,11,12,0
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,12,0,0,0,0,0,11,0
1,11,0,9,10,0,0,0,0,12,0,0,0
1,0,0,9,10,0,11,0,0,12,0,0,0
1,0,0,9,10,0,0,12,0,11,0,0,0
1,0,0,9,10,0,0,11,0,0,0,12,0
1,0,0,9,10,0,11,0,0,0,0,0,12
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,11,9,10,0,0,0,0,0,0,12,0
1,0,0,9,10,12,0,0,0,0,0,11,0
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,11,0,0,0,0,0,12
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,0,0,0,0,12,11,0
1,0,0,9,10,0,0,12,0,11,0,0,0
1,0,0,9,10,0,11,0,0,0,0,12,0
1,11,0,9,10,0,0,0,0,12,0,0,0
1,0,0,9,10,0,0,0,0,12,0,0,11
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,0,0,0,12,0,0,11
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,0,0,0,0,11,12,0
1,0,0,9,10,0,0,0,0,12,0,0,11
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,0,12,0,11,0,0,0
1,0,0,9,10,0,12,0,0,0,0,11,0
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,0,0,0,0,11,12,0
1,0,0,9,10,0,12,0,0,0,0,0,11
1,11,0,9,10,0,0,0,0,12,0,0,0
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,12,0,0,0,0,0,11
1,0,0,9,10,0,11,0,0,0,0,0,12
1,0,0,9,10,0,0,0,0,0,12,11,0
1,0,0,9,10,0,11,0,0,0,0,12,0
1,0,0,9,10,0,0,11,0,12,0,0,0
1,0,0,9,10,0,0,0,0,0,12,11,0
1,0,0,9,10,0,12,0,0,0,0,0,11
1,11,0,9,10,0,0,12,0,0,0,0,0
1,0,0,9,12,10,0,0,0,0,11,0,0
1,0,0,9,12,10,0,0,0,0,0,11,0
1,0,0,9,12,10,0,0,0,0,11,0,0
1,0,0,9,0,10,0,0,0,11,0,12,0
1,0,0,9,11,10,12,0,0,0,0,0,0
3,0,0,9,12,0,10,0,0,0,0,0,11
2,0,0,9,0,0,10,0,0,0,11,12,0
1,0,0,9,12,0,10,0,0,0,0,11,0
1,0,0,9,12,0,10,0,0,0,0,0,11
1,12,0,9,0,0,10,11,0,0,0,0,0
1,0,0,9,0,0,10,11,0,12,0,0,0
1,0,0,9,11,0,10,0,0,0,0,12,0
1,0,0,9,11,0,10,0,0,0,0,12,0
1,12,0,9,0,0,10,0,0,11,0,0,0
1,0,0,9,0,12,10,0,0,0,0,0,11
1,0,0,9,11,0,10,0,0,0,0,0,12
1,0,0,9,12,0,10,0,0,11,0,0,0
1,0,0,9,0,0,10,0,0,0,11,12,0
1,11,0,9,0,0,10,12,0,0,0,0,0
1,0,0,9,12,0,10,0,0,0,0,0,11
1,0,0,9,12,0,10,0,0,0,0,11,0
1,0,0,9,12,0,10,0,0,0,0,0,11
1,0,0,9,11,0,10,0,0,0,0,12,0
1,0,0,9,12,0,10,0,0,0,0,11,0
1,0,0,9,11,0,10,0,0,0,0,12,0
1,0,0,9,12,0,10,0,0,0,0,11,0
1,0,0,9,11,0,10,0,0,0,0,12,0
1,0,0,9,11,0,10,0,0,0,0,12,0
1,12,0,9,0,0,10,0,0,0,0,0,11
1,0,0,9,12,11,10,0,0,0,0,0,0
1,0,0,9,12,0,10,0,0,0,0,0,11
1,0,0,9,12,0,10,0,0,0,0,0,11
3,11,0,9,0,0,0,10,0,12,0,0,0
3,12,0,9,0,0,0,10,0,11,0,0,0
1,11,0,9,0,0,0,10,0,12,0,0,0
1,0,0,9,12,0,11,10,0,0,0,0,0
1,0,0,9,0,0,0,10,0,0,0,12,11
1,12,0,9,0,0,0,10,0,11,0,0,0
1,12,0,9,0,0,0,10,0,11,0,0,0
1,11,0,9,0,0,0,10,0,12,0,0,0
1,11,0,9,0,0,0,10,0,12,0,0,0
1,0,0,9,11,0,0,10,0,0,0,12,0
1,11,0,9,0,0,0,10,0,12,0,0,0
1,11,0,9,0,0,0,10,0,12,0,0,0
1,11,0,9,0,0,0,10,0,12,0,0,0
1,0,0,9,12,0,11,10,0,0,0,0,0
1,0,0,9,0,0,0,10,0,11,0,0,12
1,12,0,9,0,0,0,10,0,11,0,0,0
1,12,0,9,0,0,0,10,0,11,0,0,0
1,11,0,9,0,0,0,10,0,12,0,0,0
1,11,0,9,0,0,0,10,0,12,0,0,0
1,0,0,9,0,0,0,10,0,11,0,12,0
1,0,0,9,11,0,12,10,0,0,0,0,0
1,0,0,9,12,0,0,10,0,0,0,11,0
1,0,0,9,12,0,0,10,0,0,0,11,0
10,11,0,9,0,0,0,12,0,10,0,0,0
6,12,0,9,0,0,0,11,0,10,0,0,0
1,12,0,9,0,0,0,11,0,10,0,0,0
1,12,0,9,0,0,0,11,0,10,0,0,0
1,0,0,9,11,0,0,0,0,10,0,12,0
1,0,0,9,12,0,0,0,0,10,0,11,0
1,11,0,9,0,0,0,12,0,10,0,0,0
1,0,0,9,0,0,0,0,0,10,11,12,0
1,0,0,9,0,0,0,11,0,10,0,12,0
1,12,0,9,0,0,0,11,0,10,0,0,0
1,12,0,9,0,0,0,11,0,10,0,0,0
1,11,0,9,0,0,0,12,0,10,0,0,0
1,12,0,9,0,0,0,11,0,10,0,0,0
1,11,0,9,0,0,0,12,0,10,0,0,0
1,11,0,9,0,0,0,12,0,10,0,0,0
1,11,0,9,0,0,0,12,0,10,0,0,0
1,12,0,9,0,0,0,11,0,10,0,0,0
1,0,0,9,12,0,11,0,0,10,0,0,0
1,0,0,9,12,0,0,0,0,10,0,11,0
1,11,0,9,0,0,0,12,0,10,0,0,0
1,12,0,9,0,0,0,11,0,10,0,0,0
1,11,0,9,0,0,0,12,0,10,0,0,0
2,0,0,9,11,0,0,0,0,0,10,12,0
2,0,0,9,12,0,0,0,0,0,10,11,0
1,0,0,9,11,0,0,0,0,0,10,12,0
1,0,0,9,0,0,0,12,0,0,10,11,0
1,0,0,9,12,0,0,0,0,0,10,11,0
1,0,0,9,11,0,0,0,0,0,10,12,0
1,12,0,9,0,0,0,0,0,11,10,0,0
1,0,0,9,11,0,0,0,0,12,10,0,0
1,0,0,9,12,0,0,0,0,0,10,11,0
1,0,0,9,12,0,0,0,0,0,10,11,0
1,0,0,9,12,0,11,0,0,0,10,0,0
1,0,0,9,0,0,0,0,0,11,10,12,0
1,0,0,9,11,0,0,0,0,0,10,12,0
1,0,0,9,12,0,0,0,0,0,10,11,0
1,0,0,9,0,0,0,0,0,12,10,11,0
1,0,0,9,11,0,0,0,0,0,10,12,0
1,0,0,9,11,0,0,0,0,0,10,12,0
1,0,0,9,11,0,0,0,0,0,10,12,0
1,0,0,9,12,0,0,0,0,0,10,11,0
1,12,0,9,0,0,0,0,0,11,10,0,0
2,0,0,9,11,0,0,0,0,0,12,10,0
1,0,0,9,11,0,0,12,0,0,0,10,0
1,0,0,9,11,0,12,0,0,0,0,10,0
1,12,0,9,0,0,0,11,0,0,0,10,0
1,0,0,9,0,0,0,0,0,12,11,10,0
1,11,0,9,12,0,0,0,0,0,0,10,0
1,0,0,9,11,0,12,0,0,0,0,10,0
1,0,0,9,12,0,0,0,0,11,0,10,0
1,0,0,9,12,0,11,0,0,0,0,10,0
1,0,0,9,12,0,11,0,0,0,0,10,0
1,0,0,9,11,0,0,0,0,12,0,10,0
1,0,0,9,11,0,0,0,0,0,12,10,0
1,0,0,9,12,0,0,0,0,0,11,10,0
1,0,0,9,11,0,0,0,0,12,0,10,0
1,0,0,9,12,11,0,0,0,0,0,10,0
1,0,0,9,11,0,0,0,0,0,0,10,12
1,0,0,9,12,0,0,11,0,0,0,10,0
1,11,0,9,0,0,12,0,0,0,0,10,0
1,0,0,9,11,0,12,0,0,0,0,10,0
1,0,0,9,12,0,11,0,0,0,0,10,0
7,0,0,9,12,0,11,0,0,0,0,0,10
2,0,0,9,11,0,12,0,0,0,0,0,10
1,0,0,9,12,0,11,0,0,0,0,0,10
1,0,0,9,12,0,0,0,0,11,0,0,10
1,0,0,9,11,0,12,0,0,0,0,0,10
1,0,0,9,0,0,11,0,0,0,12,0,10
1,0,0,9,12,0,11,0,0,0,0,0,10
1,0,0,9,12,0,11,0,0,0,0,0,10
1,0,0,9,12,0,11,0,0,0,0,0,10
1,0,0,9,12,0,11,0,0,0,0,0,10
1,0,0,9,11,0,12,0,0,0,0,0,10
1,0,0,9,12,0,0,0,0,0,0,11,10
1,0,0,9,12,0,11,0,0,0,0,0,10
1,0,0,9,11,0,0,0,0,0,0,12,10
1,0,0,9,0,0,0,0,0,12,0,11,10
1,0,0,9,0,0,11,0,0,0,0,12,10
1,0,0,9,0,0,12,0,0,11,0,0,10
1,0,0,9,12,0,0,0,0,0,11,0,10
1,0,0,9,0,0,11,0,0,12,0,0,10
1,0,0,9,12,0,11,0,0,0,0,0,10
1,0,0,9,12,0,11,0,0,0,0,0,10
1,0,0,9,12,0,11,0,0,0,0,0,10
3,10,0,0,9,0,0,11,0,12,0,0,0
3,10,0,0,9,0,0,12,0,11,0,0,0
1,10,0,0,9,0,0,11,0,12,0,0,0
1,10,0,12,9,0,11,0,0,0,0,0,0
1,10,0,0,9,0,0,11,0,12,0,0,0
1,10,0,0,9,0,0,0,0,12,11,0,0
1,10,0,0,9,0,0,11,0,12,0,0,0
1,10,0,0,9,0,0,12,0,11,0,0,0
1,10,0,0,9,0,0,12,0,11,0,0,0
1,10,0,0,9,0,0,12,0,11,0,0,0
1,10,0,11,9,0,0,0,0,0,0,12,0
1,10,0,0,9,0,0,11,0,12,0,0,0
1,10,0,0,9,0,0,11,0,12,0,0,0
1,10,0,12,9,0,0,0,0,11,0,0,0
1,10,0,0,9,0,0,11,0,12,0,0,0
1,10,0,0,9,0,11,0,0,12,0,0,0
14,0,0,10,9,0,12,0,0,0,0,0,11
4,0,0,10,9,0,12,0,0,0,0,0,11
4,0,0,10,9,0,0,0,0,0,11,12,0
3,0,0,10,9,0,12,0,0,0,0,0,11
2,12,0,10,9,0,0,11,0,0,0,0,0
2,0,0,10,9,0,0,0,0,0,12,11,0
1,0,0,10,9,12,0,0,0,0,0,11,0
1,0,0,10,9,0,12,0,0,0,0,0,11
1,0,0,10,9,0,12,0,0,11,0,0,0
1,0,0,10,9,0,11,0,0,0,0,0,12
1,11,0,10,9,0,0,0,0,12,0,0,0
1,12,0,10,9,0,11,0,0,0,0,0,0
1,0,0,10,9,0,0,0,0,0,11,12,0
1,0,0,10,9,0,0,0,0,0,11,12,0
1,0,0,10,9,0,11,12,0,0,0,0,0
1,0,0,10,9,0,12,0,0,11,0,0,0
1,0,0,10,9,0,0,12,0,0,0,11,0
1,0,0,10,9,0,12,11,0,0,0,0,0
1,0,0,10,9,0,12,0,0,0,0,0,11
1,0,0,10,9,0,0,11,0,0,0,12,0
1,0,11,10,9,0,0,0,0,0,0,12,0
1,0,0,10,9,0,0,0,0,12,0,11,0
1,0,0,10,9,0,12,0,0,0,0,0,11
1,0,0,10,9,0,12,0,0,0,0,0,11
1,0,0,10,9,0,0,0,0,0,12,11,0
1,0,0,10,9,0,12,0,0,0,0,11,0
1,0,0,10,9,0,0,0,0,0,12,11,0
1,12,0,10,9,0,0,11,0,0,0,0,0
1,0,0,10,9,0,0,0,0,12,0,0,11
1,0,0,10,9,0,12,0,0,0,0,0,11
1,0,0,10,9,0,11,0,0,0,0,12,0
1,11,0,10,9,0,0,12,0,0,0,0,0
1,0,0,10,9,0,12,0,0,0,0,0,11
1,12,0,10,9,0,0,0,0,11,0,0,0
1,0,0,10,9,11,0,0,0,0,0,12,0
1,0,0,10,9,0,0,11,0,12,0,0,0
1,0,0,10,9,0,12,0,0,0,0,0,11
1,0,0,10,9,0,12,0,0,0,0,0,11
1,0,0,10,9,0,12,0,0,0,0,0,11
1,0,0,10,9,0,11,0,0,0,0,0,12
1,0,0,10,9,0,12,0,0,0,0,0,11
1,0,12,10,9,0,0,0,0,0,0,11,0
1,0,0,10,9,0,11,0,0,0,0,0,12
1,0,0,10,9,0,12,11,0,0,0,0,0
1,11,0,10,9,0,0,0,0,12,0,0,0
1,0,0,10,9,0,0,0,0,0,12,11,0
1,0,0,10,9,0,0,0,0,0,0,12,11
1,0,0,10,9,11,0,0,0,0,0,12,0
1,0,0,10,9,0,0,0,0,0,11,12,0
1,0,0,10,9,0,12,0,0,0,0,0,11
1,0,0,10,9,0,0,0,0,0,12,11,0
1,0,0,10,9,0,11,0,0,12,0,0,0
1,12,0,10,9,0,0,11,0,0,0,0,0
1,0,0,10,9,0,0,0,0,0,11,12,0
1,0,0,10,9,0,12,0,0,0,0,0,11
2,0,0,12,9,10,0,0,0,0,0,11,0
1,0,0,11,9,10,0,0,0,12,0,0,0
1,11,0,12,9,10,0,0,0,0,0,0,0
1,0,0,11,9,10,0,0,0,0,0,12,0
1,0,0,12,9,10,11,0,0,0,0,0,0
1,11,0,12,9,10,0,0,0,0,0,0,0
1,0,0,0,9,10,0,0,0,0,11,12,0
1,0,0,11,9,10,0,0,0,0,0,12,0
3,0,0,12,9,0,10,0,0,0,0,11,0
2,0,0,11,9,0,10,0,0,0,0,12,0
1,0,0,12,9,0,10,0,0,0,0,0,11
1,0,0,12,9,0,10,0,0,0,0,11,0
1,0,0,0,9,0,10,11,0,12,0,0,0
1,0,0,12,9,0,10,0,0,0,0,0,11
1,0,0,12,9,0,10,0,0,0,0,0,11
1,0,0,12,9,0,10,0,0,11,0,0,0
1,0,0,12,9,0,10,0,0,0,0,11,0
1,0,0,12,9,0,10,0,0,0,0,0,11
1,0,0,12,9,0,10,0,0,0,0,0,11
1,0,0,12,9,0,10,11,0,0,0,0,0
1,0,0,12,9,0,10,0,0,11,0,0,0
1,11,0,0,9,0,0,10,0,12,0,0,0
1,12,0,0,9,0,0,10,0,11,0,0,0
